filename,band_id,x_center,median_l,median_a,median_b,median_c,delta_chroma,std_l,label_id
611.bmp,1,41,47.67,29.09,31.31,42.74,28.32,3.2,2
611.bmp,2,63,47.66,-9.36,19.38,21.52,11.96,3.87,5
611.bmp,3,82,65.78,11.77,-19.03,22.37,43.7,3.63,7
612.bmp,0,14,50.73,29.19,38.2,48.08,27.13,6.23,2
612.bmp,1,31,25.82,-1.67,24.67,24.73,7.39,3.28,0
612.bmp,2,49,73.86,23.72,51.05,56.29,29.23,1.37,3
612.bmp,3,77,74.51,-3.08,28.19,28.36,6.65,7.46,10
613.bmp,0,11,38.09,-21.74,22.94,31.6,23.61,2.29,5
613.bmp,1,30,26.01,10.46,27.48,29.41,12.01,4.74,1
613.bmp,2,49,20.22,-3.87,20.95,21.31,12.39,10.39,0
613.bmp,3,72,52.08,-4.11,33.82,34.07,3.94,5.32,10
614.bmp,0,16,49.01,-4.09,21.3,21.69,5.05,8.22,10
614.bmp,1,38,50.44,19.57,42.3,46.6,35.19,3.26,3
614.bmp,2,58,21.9,-3.91,13.15,13.72,3.1,5.21,0
614.bmp,3,75,37.75,8.4,25.02,26.4,15.26,4.45,1
615.bmp,0,14,47.92,-6.52,32.95,33.59,5.25,4.87,10
615.bmp,1,38,38.48,1.02,31.23,31.25,4.4,6.26,1
615.bmp,2,59,57.88,-17.28,25.09,30.47,14.98,1.6,5
615.bmp,3,76,50,11.39,-25.66,28.07,56.65,1.75,7
616.bmp,0,12,33.44,-3.31,-1.08,3.48,23.94,1.86,8
616.bmp,1,30,29.47,35.45,32.12,47.84,37.87,1.18,2
616.bmp,2,47,36.43,33.05,34.11,47.49,36.11,1.87,2
616.bmp,3,72,44.59,-8.42,26.89,28.18,8.28,6.33,10
617.bmp,0,10,55.22,28.64,31.5,42.57,24.19,5.42,2
617.bmp,1,28,53.5,29.28,30.3,42.13,24.61,3.19,2
617.bmp,2,44,43.45,10.58,29.7,31.53,6.41,5.48,1
617.bmp,3,74,62.95,-3,23.58,23.77,8.51,6.27,10
619.bmp,0,14,28.09,-5.78,22.92,23.64,3.18,1.96,10
619.bmp,1,43,25.71,30.44,29.25,42.21,33.6,1.99,2
619.bmp,2,59,24.8,30.03,29.5,42.1,33.25,0.97,2
619.bmp,3,77,28.36,-4.14,1.59,4.44,21.63,1.13,8
620.bmp,0,10,16.71,8.06,19.7,21.29,11.47,1.8,1
620.bmp,1,30,5.49,-2.91,5.17,5.93,22.77,3.42,0
620.bmp,2,50,30.49,34.5,30.06,45.76,34.67,4.75,2
620.bmp,3,71,45.43,-1.83,27.64,27.7,1.74,3.26,10
621.bmp,0,9,52.28,-3.77,5.02,6.27,9.77,3.72,9
621.bmp,1,29,16.07,2.84,8.81,9.26,9.02,3.26,1
621.bmp,2,49,14.32,21.22,13.42,25.11,25.17,2.45,2
621.bmp,3,66,21.14,-3.61,14.38,14.82,0.51,2.99,10
622.bmp,0,14,42.94,-6.28,22.48,23.35,5.03,2.02,10
622.bmp,1,45,20.07,3.08,12.05,12.43,9.32,2.17,1
622.bmp,2,62,50.27,-23.16,10.19,25.3,23.28,1.93,5
622.bmp,3,78,27.67,10.58,-22.55,24.9,44.24,4.28,7
623.bmp,0,8,21.55,4.58,18.09,18.66,8.93,5.93,1
623.bmp,1,28,11.78,-4.41,6.66,7.98,19.78,9.95,0
623.bmp,2,49,34.66,30.56,21.91,37.6,30.6,2.77,2
624.bmp,0,15,59.11,-2.27,27.7,27.8,10.98,4.38,10
624.bmp,1,39,40.92,32.01,22.52,39.14,36.23,4.24,2
624.bmp,2,57,37.37,31.37,20.92,37.7,35.38,5.73,2
624.bmp,3,76,42.59,8.21,23.58,24.97,13.76,3.53,1
625.bmp,0,11,17.85,8.44,15.09,17.29,12.18,2.36,1
625.bmp,1,31,31.79,-22.2,11.06,24.81,18.72,2.65,5
625.bmp,2,49,42.16,23.3,36.98,43.71,35.67,1.76,3
625.bmp,3,68,50.38,-5.97,22.56,23.34,9.23,4.13,10
626.bmp,0,12,15.55,-6.33,-8.05,10.24,23.89,8.46,1
626.bmp,1,30,4.97,1.42,-16.14,16.2,16.01,9.28,0
626.bmp,2,44,6.65,-3.31,-3.45,4.79,28.2,1.61,0
626.bmp,3,59,20.98,8.92,-1.39,9.03,32.36,1.94,2
626.bmp,4,77,23.79,13.84,-0.5,13.85,35.2,2.86,2
627.bmp,0,37,34.39,11.18,26.92,29.15,10.31,3.51,1
627.bmp,1,59,40.33,8.13,-13.91,16.11,47.27,4.68,7
627.bmp,2,79,47.8,34,24.23,41.75,32.33,2.74,2
628.bmp,0,17,68.49,-2.95,26.03,26.2,7.42,6.54,10
628.bmp,1,38,46.55,45.55,33.34,56.45,52.58,1.43,2
628.bmp,2,56,82.56,-13.09,72.41,73.58,54.11,1.06,4
628.bmp,3,77,46.61,46.42,33.91,57.49,53.58,1.17,2
629.bmp,0,16,70.14,-3.42,25.55,25.78,7.32,2.58,10
629.bmp,1,39,44.96,43.91,29.48,52.89,48.98,1.55,2
629.bmp,2,60,38.27,11,31.62,33.48,19.93,4.79,1
629.bmp,3,77,48.8,-30.73,17.66,35.44,26.97,2.16,5
630.bmp,0,17,68.88,-4.52,28.66,29.01,7.38,2.58,10
630.bmp,1,41,19.06,-9.5,18.73,21.01,17.9,5.52,0
630.bmp,2,61,54.74,-24.98,34.28,42.42,26.66,2.73,5
630.bmp,3,81,45.97,-2.02,-8.91,9.13,41.82,2.56,7
631.bmp,0,13,77.69,-4.73,31.91,32.25,7.85,5.02,10
631.bmp,1,37,90.32,-12.71,70.09,71.23,42.12,1.25,4
631.bmp,2,57,18.43,-8.2,8.01,11.46,25.64,3.16,0
631.bmp,3,76,49.16,45.56,38.6,59.72,43.16,3.78,2
632.bmp,0,13,60.47,-3.17,31.73,31.89,11.66,4.85,10
632.bmp,1,41,62.46,26.59,54.14,60.32,45.43,1.11,3
632.bmp,2,60,42.07,18.34,25.42,31.35,22.46,3.46,1
632.bmp,3,77,54.37,-31.94,16.97,36.17,28.64,2.88,5
633.bmp,0,13,57.39,-3.66,30.34,30.56,6.21,4.8,10
633.bmp,1,38,65.94,18.62,54.97,58.04,27.83,1.66,3
633.bmp,2,58,68.4,21.77,59.7,63.55,33.5,1.05,3
633.bmp,3,75,71.45,26.38,63.55,68.8,39.35,1.18,3
634.bmp,0,12,63.09,-3.33,28.34,28.54,7.9,5.33,10
634.bmp,1,38,82.94,-4.95,52.88,53.11,22.52,2.07,4
634.bmp,2,56,71.41,14.3,50.61,52.59,21.4,2.17,3
634.bmp,3,76,73.28,22.05,64.08,67.76,36.94,1.2,3
635.bmp,0,8,64.06,-7.72,26.69,27.78,12.29,3.15,10
635.bmp,1,46,37.92,39,30.14,49.29,40.16,4.18,2
635.bmp,2,60,42.29,1.94,-34.44,34.49,52.26,2.28,6
635.bmp,3,75,45.89,-0.23,23.34,23.34,5.62,1.99,1
636.bmp,0,14,31.48,4.06,-32.55,32.8,53.51,3.63,6
636.bmp,1,34,53.17,-4.28,3.77,5.7,16.41,6.88,8
636.bmp,2,54,44.74,21.77,41.12,46.53,34.14,7.72,3
636.bmp,3,77,30.65,-3.55,20.83,21.13,1.76,6.49,10
637.bmp,0,6,32.98,-4.03,21.22,21.6,4.77,5.56,10
637.bmp,1,25,33.92,22.92,32.12,39.46,31.48,2.58,3
637.bmp,2,47,68.08,-3.03,1.08,3.22,15.44,2.57,9
637.bmp,3,66,35.8,22.12,39,44.84,34.79,1.76,3
638.bmp,0,13,64.09,-1.33,24.86,24.89,5.75,9.74,10
638.bmp,1,40,66.53,-1.34,23.58,23.62,5.69,9.76,10
638.bmp,2,59,57.2,13.31,-30.09,32.91,54.72,4.92,7
638.bmp,3,80,94.56,-11.23,57.47,58.56,37.02,1.77,4
639.bmp,0,13,39.04,9.77,12.67,16,12.34,3.67,1
639.bmp,1,32,40.96,39.98,17.81,43.77,42.84,2.36,2
639.bmp,2,50,38.97,41.2,17.84,44.9,44.04,3.61,2
639.bmp,3,75,59.53,-4.31,18.59,19.09,10.49,4.37,10
640.bmp,0,15,47.08,-23.75,5,24.27,21.8,1.77,5
640.bmp,1,31,33.91,13.72,13.03,18.92,16.67,1.86,1
640.bmp,2,51,39.47,44.02,19.8,48.26,47.66,2.24,2
640.bmp,3,76,60.64,-2.14,16.44,16.58,8.48,4.5,10
641.bmp,0,11,55.76,35.61,13.17,37.97,36.51,2,2
641.bmp,1,31,51.5,17.86,-43.3,46.84,67.62,1.47,7
641.bmp,2,51,44.31,9.94,13.83,17.03,12.72,1.95,1
641.bmp,3,76,78.57,-4.94,19.8,20.4,5.55,3.77,10
642.bmp,0,17,57.51,7.84,-14.22,16.24,35.58,3.78,7
642.bmp,1,33,42.22,-25.45,17.52,30.9,24.7,3.52,5
642.bmp,2,57,38.22,38.7,20,43.57,39.61,2.25,2
642.bmp,3,79,57.9,-3.3,17.28,17.59,3.82,4.94,10
643.bmp,0,12,48.91,15.58,-34.08,37.47,48.21,1.22,7
643.bmp,1,29,58.26,-19.2,4.05,19.62,21.27,1.71,5
643.bmp,2,51,39.18,4.62,10.47,11.44,4.2,3.54,1
643.bmp,3,73,54.91,-6.45,14.92,16.26,7.75,3.6,10
644.bmp,0,15,55.91,-4.12,10.54,11.31,5.87,4.22,10
644.bmp,1,41,50.19,27.79,12.96,30.66,27.32,3.75,2
644.bmp,2,61,51.6,33.54,20.8,39.47,35.11,11.61,2
644.bmp,3,77,59.16,-1.05,-14.48,14.52,22.23,4.27,8
645.bmp,0,13,41.54,46.62,20.84,51.07,51.75,1.12,2
645.bmp,1,33,80.63,-15.83,68.41,70.21,63.32,0.69,4
645.bmp,2,52,45.16,46.89,16,49.55,50.87,3.97,2
645.bmp,3,73,74.76,-3.31,17.16,17.47,10.77,2.38,10
646.bmp,0,13,65.34,22.07,49.97,54.63,36.14,1.33,3
646.bmp,1,33,60.07,16.07,40.79,43.84,25.18,1.74,3
646.bmp,2,53,59.75,15.29,34.52,37.75,19.85,2.36,3
646.bmp,3,79,56.24,-1.39,19.28,19.33,2.99,3.94,10
647.bmp,0,12,45.55,43.08,19.95,47.47,41.03,3.78,2
647.bmp,1,32,23.26,-5.2,12.98,13.98,8.72,7.48,0
647.bmp,2,52,80.69,-11.2,51.42,52.63,36.21,9.24,4
647.bmp,3,80,66.52,-1.7,23.23,23.29,6.67,3.25,10
648.bmp,0,17,58.03,20.8,24.92,32.46,28.79,3.25,3
648.bmp,1,37,93.51,-3.56,0.56,3.61,8.18,5.69,9
648.bmp,2,59,56.57,21.89,29.62,36.84,32.51,2.5,3
648.bmp,3,79,79.18,-5.59,15.33,16.32,7.1,10.04,10
649.bmp,0,12,38.38,8.84,-25.09,26.61,42.04,4.59,7
649.bmp,1,31,43.41,-14.2,17.97,22.9,15.06,3.96,5
649.bmp,2,50,11.12,-4.27,9.52,10.43,8.32,1.62,0
649.bmp,3,76,51.3,-4.42,18.72,19.23,5.77,6.04,10
650.bmp,0,15,53.26,-4.72,-6.09,7.71,13.02,1.91,8
650.bmp,1,33,40.29,35.2,16.08,38.7,37.44,6.24,2
650.bmp,2,48,40.19,34.83,12.05,36.85,36.23,4.8,2
650.bmp,3,76,50.99,-5.38,11.06,12.3,6.45,3.59,10
651.bmp,0,16,51.1,-23.49,5.05,24.03,20.76,0.96,5
651.bmp,1,36,35.66,17.6,10.04,20.26,20.72,2.3,1
651.bmp,2,53,53.76,20.53,35.4,40.92,35.57,1.9,3
651.bmp,3,82,51.68,-1.2,16.6,16.65,8.03,2.82,10
652.bmp,0,14,31.18,9.34,18.55,20.77,9.43,5.28,1
652.bmp,1,31,60.44,-3.52,-2.77,4.48,23.63,2.26,8
652.bmp,2,50,34.5,7.92,21.55,22.96,7.86,5.33,1
652.bmp,3,76,60.85,-2.52,22.04,22.18,3.02,3.63,10
653.bmp,0,13,63.85,14.02,-36.32,38.93,53.11,6.5,7
653.bmp,1,28,67.46,-24.05,5.59,24.69,26.27,3.18,5
653.bmp,2,44,44.57,4.5,1.2,4.66,14.4,2.04,1
653.bmp,3,80,67.77,-7.75,20.21,21.65,9.71,5.12,10
654.bmp,0,24,66.35,-3.81,21.09,21.44,4.33,5.07,10
654.bmp,1,51,39.5,5.34,21.52,22.17,4.95,7.49,1
654.bmp,2,71,56.24,30.59,20.08,36.59,30.23,6.65,2
654.bmp,3,89,48.71,32.84,18.69,37.79,32.59,6.74,2
655.bmp,0,14,50.25,-4.91,15.72,16.47,11.41,2.32,10
655.bmp,1,39,53.04,23.86,39.86,46.45,44,1.54,3
655.bmp,2,58,75.4,-1.2,-10.36,10.43,14.99,2.11,8
655.bmp,3,78,49.01,8.52,-47.91,48.66,53.62,1.04,6
656.bmp,0,15,54.47,-2.22,21.09,21.21,3.43,5.75,10
656.bmp,1,39,21.97,-5.15,21.18,21.8,6.23,12.95,0
656.bmp,2,58,32.98,12.09,19.97,23.35,11.38,4.43,1
656.bmp,3,77,53.16,-22.22,10.27,24.48,26.16,4.84,5
657.bmp,0,13,39.78,9.69,17.64,20.13,16.95,3.35,1
657.bmp,1,31,18.76,-4.8,1.84,5.14,5.86,1.53,0
657.bmp,2,50,58.69,23.62,32.34,40.05,37.06,3.41,3
657.bmp,3,71,75.73,-3.33,15.81,16.16,8.19,3.93,10
658.bmp,0,16,69.85,-3.36,23.45,23.69,5.22,7.36,10
658.bmp,1,44,72.35,22.7,42.11,47.84,30.59,4.92,3
658.bmp,2,60,45.17,-6.34,7.33,9.69,15.13,9.37,0
658.bmp,3,79,57.47,25.69,22.59,34.21,24.79,7.95,2
659.bmp,0,23,59.6,-4.92,10.69,11.77,8.99,4.27,10
659.bmp,1,42,57.69,24.03,23.48,33.6,33.05,0.81,3
659.bmp,2,60,55.87,-21.03,4.5,21.51,19.72,1.95,5
659.bmp,3,82,45.18,6.72,9.73,11.83,10.95,6.15,1
660.bmp,0,14,66.52,-3.06,12.47,12.84,6.15,3.65,10
660.bmp,1,37,47.37,34.94,10.36,36.44,31.91,2.56,2
660.bmp,2,57,35.82,-2.91,0.88,3.04,12.8,6.75,0
660.bmp,3,78,42.51,6.27,4.23,7.56,8.57,3.93,1
661.bmp,0,12,71.81,-2.94,11.66,12.02,6.88,4.75,10
661.bmp,1,36,53.86,31.86,8.53,32.98,31.77,3.13,2
661.bmp,2,57,24.9,-13.08,3.03,13.42,20.09,5.04,0
661.bmp,3,79,46.2,5.95,7.2,9.34,10.95,9.05,1
662.bmp,0,16,47.66,-0.73,9.53,9.56,0.36,2.77,1
662.bmp,1,31,45.06,10.14,-46.36,47.46,56.58,2.12,6
662.bmp,2,45,36.77,39.03,20.16,43.93,41.15,2.01,2
662.bmp,3,80,71.91,-7.27,15.69,17.29,9.29,1.29,10
663.bmp,0,9,87.85,-13.95,52.81,54.62,36.77,1.55,4
663.bmp,1,30,56.09,19.41,-47.06,50.91,68.74,2.44,7
663.bmp,2,48,73.55,-2.78,21.91,22.08,4.49,1.04,10
663.bmp,3,80,69.42,-2.97,20.67,20.88,4.01,4.88,10
664.bmp,0,15,51.6,18.51,-13.41,22.85,33.09,9.47,2
664.bmp,1,32,46.36,12.95,-15.3,20.05,28.45,1.8,2
664.bmp,2,49,31.7,-11.21,-7.24,13.35,34.23,16.32,0
664.bmp,3,62,29.06,-10.8,-10.34,14.95,31.15,13.91,0
664.bmp,4,81,45.64,0.19,-21.08,21.08,18.95,10.64,1
665.bmp,0,12,54.6,-2.77,10.59,10.94,4.57,7.87,10
665.bmp,1,35,45.97,30.58,14.97,34.05,29.11,2.77,2
665.bmp,2,54,23.32,-5.28,11.37,12.53,7.14,13.9,0
665.bmp,3,76,37.91,6.9,11.3,13.24,5.15,4.53,1
666.bmp,0,20,58.28,-1.51,8.44,8.57,2.32,4.63,10
666.bmp,1,39,39.77,30.58,8.14,31.64,31.55,2.58,2
666.bmp,2,59,35.95,5.14,11.7,12.78,8.18,3.17,1
666.bmp,3,80,88.3,-1.4,-11.19,11.27,17.39,6.04,9
667.bmp,0,21,65.41,-7.06,25.08,26.05,5.97,5.4,10
667.bmp,1,42,22.16,-2.08,3.03,3.68,16.78,3.42,0
667.bmp,2,64,65.55,-2.81,-7.36,7.88,27.03,2.25,8
667.bmp,3,88,39.81,2.66,3.91,4.72,17.33,6.51,1
668.bmp,0,12,69.84,14.7,48.84,51.01,30.84,1.38,3
668.bmp,1,34,70.2,11.97,47.17,48.67,28.14,2.23,3
668.bmp,2,53,80.04,-7.27,42.17,42.79,22.09,2.95,4
668.bmp,3,78,61.9,-2,12.77,12.92,9.06,2.72,10
669.bmp,0,15,60.19,8.98,26.54,28.02,18.15,1.12,3
669.bmp,1,28,75.65,0.45,-2.62,2.66,14.74,1.75,9
669.bmp,2,42,48.75,1.54,14.92,15,4.48,2.3,1
669.bmp,3,81,61.89,-6.18,18.15,19.17,7.6,3.85,10
670.bmp,0,15,53.26,8.02,32.36,33.34,25.29,1.31,3
670.bmp,1,29,67.22,0.27,-1.02,1.05,9.94,3.21,9
670.bmp,2,40,48.57,-1.7,10.19,10.33,1.46,2.25,1
670.bmp,3,79,51.73,-4.81,17.19,17.85,9.12,3.32,10
671.bmp,0,17,52.91,10.53,30.27,32.05,26.9,1.14,3
671.bmp,1,28,67.2,1.03,-3.81,3.95,9.75,2.65,9
671.bmp,2,42,47.33,-1.08,11.56,11.61,5.78,1.92,1
671.bmp,3,77,55.41,-3.97,12.78,13.38,7.74,2.78,10
672.bmp,0,16,57.64,12.08,32.36,34.54,25.15,0.73,3
672.bmp,1,30,78.14,0.59,-6.53,6.56,17.37,2.95,9
672.bmp,2,41,46.77,1.56,16.41,16.48,6.12,2.17,1
672.bmp,3,81,63.41,-4.27,15.09,15.68,5.51,2.13,10
673.bmp,0,15,59.25,7.11,27.86,28.75,18.26,1.14,3
673.bmp,1,31,76.04,0,-0.23,0.23,11.98,1.22,9
673.bmp,2,43,51.57,-0.45,22.58,22.58,10.94,4.57,1
673.bmp,3,81,63.81,-6.42,18.53,19.61,8.53,2.71,10
674.bmp,0,15,56.22,8.55,33.02,34.11,24.36,1.38,3
674.bmp,1,31,66.78,-0.52,-1.66,1.73,13.29,5.46,9
674.bmp,2,45,56.1,-1.79,17.91,18,6.53,4.47,1
674.bmp,3,80,54.32,-5.16,16.99,17.76,6.05,3.9,10
675.bmp,1,61,10.65,-0.22,2.11,2.12,3.48,4.49,0
675.bmp,2,76,16.72,0.02,10.94,10.94,5.58,1.55,1
676.bmp,0,14,55.2,6.25,31.18,31.8,20.09,1.66,3
676.bmp,1,29,33.46,-9.72,12.96,16.2,7.56,17.82,0
676.bmp,2,42,69.69,-9.63,41.31,42.42,29.35,2.86,4
676.bmp,3,82,85,-8.13,23.73,25.08,12.34,4.71,10
677.bmp,0,50,53.01,-0.17,11.75,11.75,3.66,3.12,1
677.bmp,1,65,69.73,0.02,0,0.02,9.3,5.46,9
677.bmp,2,78,64.12,8.21,13.1,15.46,11.51,4.44,3
678.bmp,0,15,62.96,-6.82,34.41,35.08,23.05,3.01,4
678.bmp,1,33,31.01,9.8,-0.3,9.81,16.77,6.68,7
678.bmp,2,51,34.9,15.43,17,22.96,17.8,8.11,2
678.bmp,3,67,36.25,-3.32,18.7,18.99,6.95,7.96,10
679.bmp,0,10,19.78,10.72,15.73,19.04,15.62,1.46,1
679.bmp,1,27,16.1,-5.31,13.94,14.92,13.1,10.08,0
679.bmp,2,48,34.59,22.28,25.34,33.75,23.13,4.5,2
679.bmp,3,75,25.6,-4.38,20.11,20.58,7.09,2.63,10
680.bmp,0,17,32.69,12.45,12.83,17.88,15.54,1.87,1
680.bmp,1,33,24.83,-7.54,11.59,13.83,7.8,8.03,0
680.bmp,2,51,37.27,21.45,19.14,28.75,23.89,4.08,2
680.bmp,3,72,44.76,-0.8,24.95,24.96,7.66,6.18,10
681.bmp,0,12,35.56,13.4,19.02,23.27,17.64,1.69,1
681.bmp,1,30,23.51,-5.52,3.76,6.68,13.9,11.55,0
681.bmp,2,49,40.95,33.98,21.52,40.22,38.36,3.68,2
681.bmp,3,78,48.99,-5.48,21.11,21.81,3.74,4.25,10
682.bmp,0,17,68.13,-7.72,41.61,42.32,30.52,2.28,4
682.bmp,1,34,46.47,7.25,-0.78,7.29,15.55,4.61,7
682.bmp,2,53,43.33,27.5,19.06,33.46,30.6,7.02,2
682.bmp,3,72,55.28,-4.89,23.22,23.73,11.94,4.23,10
683.bmp,0,13,51.83,26.51,40.52,48.42,29.12,1.58,3
683.bmp,1,33,50.74,10.47,24.8,26.92,7.64,0.88,3
683.bmp,2,49,51.34,5.53,19.66,20.43,4.51,2.02,3
683.bmp,3,79,42.4,-0.37,20.63,20.64,4.31,3.38,10
684.bmp,0,14,25.58,10.54,19.87,22.49,12.71,4.37,1
684.bmp,1,29,22.79,-6.43,16.32,17.54,16.24,10.81,0
684.bmp,2,48,43.39,30.88,27.11,41.09,28.39,5.84,3
684.bmp,3,74,46.48,-3.84,31.05,31.29,6.57,8.86,10
685.bmp,0,18,59.13,32.09,45.16,55.4,30.96,1.97,3
685.bmp,1,37,57.24,27.36,35.02,44.44,23.2,2.36,3
685.bmp,2,58,55.13,26.66,37.94,46.37,23.19,1.84,3
686.bmp,0,15,58.2,32.94,45.23,55.96,33.15,1.58,3
686.bmp,1,35,55.61,21.41,34.27,40.4,17.92,2.33,3
686.bmp,2,56,55.6,25.05,34.11,42.32,21.33,2.15,3
686.bmp,3,85,56.03,0.34,21.67,21.67,7.64,4,10
687.bmp,0,14,44.72,25.05,32.66,41.16,24.53,2.2,3
687.bmp,1,50,46.57,6.31,18.71,19.75,6.1,1.55,3
687.bmp,2,81,38.75,-0.77,25.94,25.95,4.06,5.95,10
688.bmp,0,13,52.36,-3.88,1.89,4.31,21.48,6.49,8
688.bmp,1,31,41.36,38,37.56,53.43,38.48,7.29,2
688.bmp,2,48,40.66,33.05,30.42,44.92,31.45,6.14,2
688.bmp,3,76,55.65,-5.3,26.08,26.61,8.77,4.07,10
689.bmp,0,14,66.1,-2.83,27.39,27.54,6.71,2.16,10
689.bmp,1,38,42.77,30.55,25.05,39.5,33.58,5.24,2
689.bmp,2,56,35.63,8.89,16.84,19.05,12.26,4.82,1
689.bmp,3,73,43.57,-25.58,15.08,29.69,23.51,1.78,5
690.bmp,0,13,34.77,9.16,25.31,26.92,8.17,7.87,1
690.bmp,1,34,20.91,-5.56,22.69,23.36,10.35,8.54,0
690.bmp,2,53,44.86,37.27,31.98,49.11,35.17,3.23,2
691.bmp,0,11,33.69,12.24,24.1,27.03,9.14,10.09,1
691.bmp,1,31,13.91,-6.57,17.18,18.39,15.2,7.08,0
691.bmp,2,51,39.39,38.45,33.05,50.71,34.8,2.25,2
691.bmp,3,74,54.73,-0.22,26.5,26.5,4.52,5.78,10
692.bmp,0,15,49.51,-1.95,25.34,25.42,4.65,5.59,10
692.bmp,1,39,34.99,31.27,26.59,41.04,34.14,2.31,2
692.bmp,2,58,34.16,33.37,27.74,43.39,36.42,3.32,2
692.bmp,3,77,34.32,10.7,19.28,22.05,13.15,2.69,1
693.bmp,0,14,59.69,-3.23,28.86,29.04,6.06,9.29,10
693.bmp,1,39,54.94,25.73,36.7,44.83,32.06,1.32,3
693.bmp,2,58,38.88,13.7,22.27,26.14,16.87,2.17,1
693.bmp,3,77,51.68,-26.58,15.95,31,24.4,2.03,5
694.bmp,0,36,45.57,8.7,22.78,24.38,13.04,3.01,1
694.bmp,1,58,47.91,9.25,-22.21,24.06,56.77,6.49,7
694.bmp,2,77,54.8,29.07,24.17,37.81,28.6,5.23,2
695.bmp,0,13,45.48,-6.02,25.44,26.14,6.64,7.11,10
695.bmp,1,37,27.28,3.72,19.65,20,4.99,2.42,1
695.bmp,2,58,49.65,-16.47,19.73,25.7,15.43,4.11,5
695.bmp,3,76,40.47,9.75,-17.97,20.44,40.43,2.18,7
696.bmp,0,10,47.34,-2.73,21.06,21.24,1.38,5.8,10
696.bmp,1,30,42.4,28.72,36.16,46.17,35.16,3.25,3
696.bmp,2,52,77.45,-1.61,6.52,6.71,13.24,6.63,9
696.bmp,3,71,46.15,19.19,35.2,40.09,26.53,3.02,3
697.bmp,0,17,47.24,-3.59,0.61,3.65,21.18,1.8,8
697.bmp,1,34,40.91,43.27,36.11,56.35,44.91,2.39,2
697.bmp,2,51,39.55,39.17,32.61,50.97,39.94,3.43,2
697.bmp,3,78,48.52,-7.11,23.95,24.99,8.39,4.35,10
698.bmp,0,19,58.43,12.19,-14.33,18.81,43.24,0.68,7
698.bmp,1,36,44.29,-25.83,17.07,30.96,29.43,3.84,5
698.bmp,2,59,41.59,36.07,25.69,44.28,34.47,2.16,2
698.bmp,3,81,53.49,-4.12,27.04,27.35,5.8,5.08,10
699.bmp,0,39,57.81,22.94,41.42,47.35,23.92,1.99,3
699.bmp,1,59,57.29,24.2,45.86,51.85,27.17,2.01,3
699.bmp,2,76,60.13,29.38,51.17,59,34.43,1.48,3
700.bmp,0,13,42.25,23.61,-1.09,23.63,47.23,8.18,2
700.bmp,1,31,40.42,23.98,-2.34,24.1,46.29,1.75,2
700.bmp,2,45,19.02,-4.33,-4.94,6.57,38.95,10.16,0
700.bmp,3,61,18.51,-12.59,-2.28,12.8,43.67,13.75,0
700.bmp,4,79,37.21,-3.23,-5.94,6.76,37.78,14.84,1
701.bmp,0,37,37.05,33.5,29.61,44.71,31,3.32,2
701.bmp,1,57,13.83,-3.34,11.08,11.57,14.19,4.14,0
701.bmp,2,78,28.03,14,20.39,24.73,11.44,2.39,1
702.bmp,0,12,79.28,-2.81,3.64,4.6,13.7,2.16,9
702.bmp,1,30,22.94,6.83,18.09,19.34,9.64,2.61,1
702.bmp,2,51,29.42,34.19,25.06,42.39,37.77,1.93,2
702.bmp,3,68,45.4,-2.03,20.62,20.72,3.37,5.76,10
703.bmp,0,36,71.6,-8,60.15,60.68,29.85,4.37,4
703.bmp,1,55,20.66,-3.81,14.63,15.12,18.61,1.51,0
703.bmp,2,76,41.98,36.65,33.8,49.86,34.29,2.7,2
704.bmp,0,11,48.95,-17.7,26.33,31.73,18.61,3.25,5
704.bmp,1,31,32.13,10.72,27.48,29.5,12.06,4.81,1
704.bmp,2,50,18.25,-4.61,24.62,25.05,9.14,4.74,0
705.bmp,0,18,27.98,14.02,22.36,26.39,11.82,2.2,1
705.bmp,1,35,55.32,-2.64,-1.1,2.86,29.07,1.88,8
705.bmp,2,55,31.44,12.15,26.38,29.05,8.9,2.82,1
705.bmp,3,81,50.44,-0.55,24.36,24.37,4.88,4.98,10
706.bmp,0,12,42.41,10,-24.09,26.09,47.42,1.38,7
706.bmp,1,28,54.98,-25.86,11.64,28.36,27.55,1.02,5
706.bmp,2,46,30.87,7.2,8.08,10.82,16.02,1.46,1
706.bmp,3,80,48.54,-6.53,25.12,25.96,6.8,2.28,10
707.bmp,0,21,65.65,-1.52,24.79,24.84,5.88,7.83,10
707.bmp,1,49,40.14,9.54,21.09,23.14,8.55,11.52,1
707.bmp,2,67,48.53,31.84,29.83,43.63,28.19,1.78,2
707.bmp,3,86,50.88,35.81,28.97,46.06,32.09,2.07,2
708.bmp,0,15,31.73,3.99,16.66,17.13,6.92,4.17,1
708.bmp,1,36,40.81,-19.74,18.16,26.83,17.12,4.53,5
708.bmp,2,55,46.16,23.27,37.19,43.87,31.83,3.69,3
709.bmp,0,18,53.79,-2.38,28.61,28.71,7.1,7.21,10
709.bmp,1,36,36.67,35.09,26.91,44.23,38.66,2.92,2
709.bmp,2,54,62.65,-9.3,60.29,61,39.21,5.64,4
709.bmp,3,74,38.75,37.99,22.78,44.3,41.21,2.26,2
710.bmp,0,13,58.72,26.5,51.42,57.85,30.31,1.49,3
710.bmp,1,33,56.65,24.28,51.36,56.81,28.58,1.92,3
